id_concept,iate_link,en_def,en,cs,da,de,es,fi,fr,it,nl,pt,domains
35486,https://iate.europa.eu/entry/result/35486,"specimen taken from the nose by
applying washing fluid (usually physiological saline) to one nostril at a time with
a transfer pipette while the patient’s head is slightly tilted backward, and collected
either using a catheter to suck it out or by letting the washing fluid flow
into a specimen cup or a Petri dish when the patient’s head is tilted forward - COM-EN, based on:- WHO. 'WHO guidelines for the collection of human specimens for laboratory diagnosis of avian influenza infection' (5.5.2020). 12 January 2005- CDC. 'Influenza Specimen Collection' (23.4.2020)",nasal wash,"nosní výplach, výplach nosu",Næseskyllevæske,Nasenspülung,Líquido para lavado nasal,nenähuuhde,Solution pour lavage nasal,"lavaggio nasale, lavaggio rinologico",Neusspoeling,solução para lavagem nasal,"SOCIAL QUESTIONS > health > medical science > medicine > medical diagnosis, SOCIAL QUESTIONS > health > medical science"
877217,https://iate.europa.eu/entry/result/877217,"investment that reflects the objective of establishing a lasting interest by a resident enterprise in one economy (direct investor) in an enterprise (direct investment enterprise) that is resident in an economy other than that of the direct investor - 'foreign direct investment' (30.7.2019), OECD Glossary of Foreign Direct Investment Terms and Definitions","foreign direct investment, FDI, direct foreign investment, DFI, direct investment, international direct investment, cross-border direct investment","přímá zahraniční investice, PZI, přímé investice","udenlandske direkte investeringer, direkte udenlandske investeringer, FDI, direkte investeringer i udlandet, direkte investeringer, UDI","ausländische Direktinvestition, Direktinvestition, ADI","inversión extranjera directa, IED, inversión directa extranjera","suora ulkomainen investointi, ulkomainen suora sijoitus, suora ulkomainen sijoitus","investissement étranger direct, IED, IDE, investissement direct étranger, investissement direct international, IDI","investimento diretto estero, IDE, investimento estero diretto, IED, investimento diretto all'estero, investimento diretto","buitenlandse directe investering, BDI, directe buitenlandse investering, rechtstreekse investering, DBI, directe investering in het buitenland, directe investering, rechtstreekse investering","investimento direto estrangeiro, IDE","FINANCE > financing and investment > investment > direct investment, FINANCE > financing and investment > investment > foreign investment, FINANCE > financing and investment > investment > investment abroad, INTERNATIONAL RELATIONS > cooperation policy"
1661603,https://iate.europa.eu/entry/result/1661603,"multifunctional molecular machine that mediates coronavirus entry into host cells - COM-Terminology Coordination, based on: Fang Li. 'Structure, Function, and Evolution of Coronavirus Spike Proteins' (18.3.2020). Annual Review of Virology
Vol. 3:237-261 (Volume publication date September 2016)
First published online as a Review in Advance on August 25, 2016","viral spike protein, spike protein, spike glycoprotein, S-protein","protein S, glykoprotein S",,"virales Spike-Protein, Spike-Protein, S-Protein","espícula, proteína S, proteína espicular","piikkiproteiini, piikkiglykoproteiini, S-proteiini","protéine spike, protéine S","proteina S, proteina S virale, glicoproteina S","spike-eiwit, piekeiwit, stekel, stekelig eiwit, virale spike, spike, spike-proteïne","glicoproteína da espícula, espícula proteica","SOCIAL QUESTIONS > health > medical science, SCIENCE > natural and applied sciences > life sciences > biology"
1073850,https://iate.europa.eu/entry/result/1073850,"vaccine composed of purified or recombinant proteinaceous antigens from a 
pathogen, such as a bacterium or virus and which, when it is administered, elicits a protective 
immune response against the pathogen - COM-Terminology Coordination, based on:'protein vaccines' (11.6.2020). Nature.com","protein-based vaccine, peptide-based vaccine, protein antigen vaccine","vakcína na bázi proteinů, vakcína na bázi peptidů",,proteinbasierter Impfstoff,vacuna proteínica,"proteiinirokote, peptidirokote","vaccin protéique, vaccin composé d’antigènes protéiques","vaccino basato su proteine, vaccino proteico","eiwitvaccin, proteïnevaccin",vacina à base de proteínas,"SOCIAL QUESTIONS > health > pharmaceutical industry, PRODUCTION, TECHNOLOGY AND RESEARCH > technology and technical regulations > biotechnology, SOCIAL QUESTIONS > health > pharmaceutical industry > pharmaceutical product > vaccine"
3574459,https://iate.europa.eu/entry/result/3574459,"stabilisation
instrument proposed by the European Commission in its Reflection Paper on the Deepening of the Economic and Monetary Union, which would combine loans and grants and would allow
for national unemployment benefit schemes to draw on additional resources when
unemployment increases - COM-Terminology Coordination, based on:European Commission, Budgetary instruments for a strong and stable euro area within the Union framework (27.3.2020), 2018, p. 4","European Unemployment Reinsurance Scheme, Unemployment Reinsurance Scheme, European Unemployment Benefit Reinsurance Scheme","evropský systém zajištění v nezaměstnanosti, systém zajištění v nezaměstnanosti, evropský systém zajištění dávek v nezaměstnanosti","europæisk arbejdsløshedsgenforsikringsordning, arbejdsløshedsgenforsikringsordning","europäische Arbeitslosenrückversicherungsregelung, europäische Arbeitslosenrückversicherung, europäisches Arbeitslosenversicherungssystem","régimen europeo de reaseguro de desempleo, régimen europeo de reaseguro de prestaciones por desempleo","eurooppalainen työttömyysvakuutusjärjestelmä, työttömyysvakuutusjärjestelmä","régime européen de réassurance chômage, mécanisme européen de réassurance chômage, régime européen de réassurance des prestations de chômage, régime européen de réassurance des allocations de chômage","regime europeo di riassicurazione dell'indennità di disoccupazione, regime europeo di riassicurazione contro la disoccupazione, regime europeo di riassicurazione della disoccupazione","Europees herverzekeringsstelsel voor werkloosheid, Europees systeem voor de herverzekering van werkloosheidsuitkeringen, Europees werkloosheidsherverzekeringsstelsel","sistema europeu de resseguro de desemprego, sistema europeu de resseguro do subsídio de desemprego.","FINANCE > monetary economics > Economic and Monetary Union, EMPLOYMENT AND WORKING CONDITIONS > employment, EUROPEAN UNION > European construction > deepening of the European Union, SOCIAL QUESTIONS > social protection > social security > social-security benefit > unemployment insurance"
2247364,https://iate.europa.eu/entry/result/2247364,"transmission of an infectious disease/agent from a person who has respiratory symptoms (e.g. coughing or sneezing) by projection of aerosolised respiratory secretions and presence of the pathogen within droplet nuclei which are generally considered to be particles &lt;5μm in diameter, can 
remain in the air for long periods of time and be transmitted to others 
over distances greater than 1 m - COM-Terminology Coordination, based on: 1) <a href=""https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32018D0945"" target=""_blank"">Commission Implementing Decision (EU) 2018/945 of 22 June 2018 on the communicable diseases and related special health issues to be covered by epidemiological surveillance as well as relevant case definitions 2) WHO. 'Modes of transmission of the COVID-19 virus' (12.5.2020) ",airborne transmission,přenos vzduchem,,,,ilmatartunta,,,,transmissão por via aérea,SOCIAL QUESTIONS > health > medical science
1450729,https://iate.europa.eu/entry/result/1450729,"measurement of the degree of disease producing ability of a micro-organism as indicated by the severity of the disease produced. Measure of the dosage (inoculum size) required to cause a specific degree of pathogenicity [ IATE:1535398 ] - Council Directive 2005/25/EC amending Annex VI to Directive 91/414/EEC as regards plant protection products containing micro-organisms <a href=""http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:32005L0025"" target=""_blank"">CELEX:32005L0025/EN",virulence,virulence,virulens,Virulenz,virulencia,"virulenssi, taudinaiheuttamiskyky, patogeenisen mikrobin pahanlaatuisuus, tulehduksen aiheuttamiskyky",virulence,virulenza,virulentie,virulência,"SOCIAL QUESTIONS > health > medical science, SOCIAL QUESTIONS > health > medical science > epidemiology"
1196778,https://iate.europa.eu/entry/result/1196778,"temporary reduction in working time intended to
maintain an existing employer/employee relationship - European Commission, Short time working arrangements as response to cyclical fluctuations (2.4.2020), 2010, p. 8","short-time work, short-time working, partial unemployment, work-sharing unemployment, partial redundancy","zkrácená pracovní doba, kurzarbeit, částečná nezaměstnanost","delvis arbejdsløshed, arbejdsfordeling, arbejdsfordelingsledighed, forbigående korttidsarbejde, korttidsarbejde","Kurzarbeit, Teilarbeitslosigkeit","procedimiento de reducción de jornada, ERE de reducción de jornada, medidas de reducción del tiempo de trabajo","lyhennetty työaika, lyhennetyn työajan tekeminen","chômage partiel, travail à temps réduit","disoccupazione parziale, disoccupazione dovuta alla suddivisione dei compiti, lavoro a tempo parziale","gedeeltelijke werkloosheid, werktijdverkorting","redução de tempo de trabalho, tempo de trabalho reduzido, desemprego parcial",EMPLOYMENT AND WORKING CONDITIONS > employment > employment policy
3578624,https://iate.europa.eu/entry/result/3578624,"viral respiratory illness that was first reported in Saudi Arabia in 2012, caused by the Middle East Respiratory Syndrome Coronavirus - COM-EN, based on: Centers for Disease Control and Prevention (CDC) &gt; CDC Features &gt; Diseases &amp; Conditions &gt; <a href=""https://www.cdc.gov/coronavirus/mers/about/index.html?CDC_AA_refVal=https%3A%2F%2Fwww.cdc.gov%2Ffeatures%2Fnovelcoronavirus%2Findex.html"" target=""_blank"">Middle East Respiratory Syndrome (MERS) (15.4.2020)","Middle East respiratory syndrome, Middle East Respiratory Syndrome, MERS","respirační syndrom z Blízkého východu, MERS","Middle East respiratory syndrome, mers","Nahost-Atemwegssyndrom, MERS","síndrome respiratorio de Oriente Próximo, SROM","Lähi-idän hengitystieoireyhtymä, MERS","syndrome respiratoire du Moyen-Orient, MERS","sindrome respiratoria medio-orientale, sindrome respiratoria del Medio Oriente, MERS","Middle East respiratory syndrome, MERS-CoV-infectie, MERS",síndrome respiratória do Médio Oriente,"SOCIAL QUESTIONS > health > illness > infectious disease, SOCIAL QUESTIONS > health > illness > endemic disease, SOCIAL QUESTIONS > health > illness"
3535616,https://iate.europa.eu/entry/result/3535616,"in the European Union, procedure for authorising medicines in more than one European Union Member State in parallel - European Medicines Agency, Glossary (18.5.2020)","decentralised authorisation procedure, decentralised procedure, DCP","decentralizovaný postup, decentralizovaný postup registrace, decentralizovaný registrační postup","decentral procedure, decentraliseret fællesskabsprocedure","dezentralisiertes Verfahren, dezentralisiertes Gemeinschafts-Zulassungsverfahren","procedimiento descentralizado, procedimiento comunitario de autorización descentralizado, procedimiento de autorización descentralizado","hajautettu menettely, hajautettu lupamenettely","procédure décentralisée, procédure communautaire d'autorisation décentralisée","procedura decentrata, procedura decentrata di autorizzazione","gedecentraliseerde procedure, gedecentraliseerde communautaire procedure voor vergunningsverlening","procedimento descentralizado, procedimento de reconhecimento mútuo, procedimento descentralizado de autorização",SOCIAL QUESTIONS > health > pharmaceutical industry
924418,https://iate.europa.eu/entry/result/924418,"international organisation bringing together public and private sectors with the shared goal of creating equal access to new and underused vaccines for children living in the world’s poorest countries - COM-Terminology Coordination, based on:Gavi, The Vaccine Alliance &gt; Our Alliance (4.6.2020)","Gavi, the Vaccine Alliance, Gavi Alliance, Gavi, Global Alliance for Vaccines and Immunization, GAVI Alliance, the Vaccine Alliance","Světová aliance pro vakcíny a imunizaci, Aliance pro vakcíny, GAVI","Den Globale Alliance for Vacciner og Vaccination, GAVI","GAVI-Allianz, GAVI, Globale Allianz für Impfstoffe und Immunisierung","Alianza GAVI, Alianza para las Vacunas, Alianza Mundial para el Fomento de la Vacunación y la Inmunización","Kansainvälinen rokoteallianssi Gavi, rokoteallianssi Gavi, GAVI, Maailmanlaajuinen liittymä rokotusten ja vastustuskyvyn lisäämiseksi","GAVI, Alliance mondiale pour les vaccins et la vaccination","GAVI, <i>GAVI Alliance</i>, Alleanza GAVI, Alleanza per i vaccini",,"Aliança Global para Vacinas e Imunização, GAVI, A Aliança da Vacina, Aliança GAVI, GAVI Alliance",SOCIAL QUESTIONS > health
